pruid,prname,date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_moderna_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,as_of_date,updated,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_moderna_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed
60,Yukon,2021-03-04,18900,0,0,18900,0,0,0,2021-02-25,0,,,,,,,
90,Federal allocation,2021-03-04,3600,0,0,3600,0,0,0,2021-02-25,0,,,,,,,
1,Canada,2021-03-05,2437464,1806864,0,630600,0,0,0,2021-02-25,0,,,,,,,
35,Ontario,2021-03-05,903285,698685,0,204600,0,0,0,2021-02-25,0,,,,,,,
59,British Columbia,2021-03-05,323340,224140,0,79200,0,0,0,2021-02-25,0,,,,,,,
48,Alberta,2021-03-05,274965,208065,0,66900,0,0,0,2021-02-25,0,,,,,,,
47,Saskatchewan,2021-03-05,74605,58305,0,16300,0,0,0,2021-02-25,0,,,,,,,
12,Nova Scotia,2021-03-05,61980,47580,0,14400,0,0,0,2021-02-25,0,,,,,,,
46,Manitoba,2021-03-05,100660,71760,0,28900,0,0,0,2021-02-25,0,,,,,,,
13,New Brunswick,2021-03-05,46775,36075,0,10700,0,0,0,2021-02-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-05,33820,26520,0,7300,0,0,0,2021-02-25,0,,,,,,,
11,Prince Edward Island,2021-03-05,14715,11115,0,3600,0,0,0,2021-02-25,0,,,,,,,
61,Northwest Territories,2021-03-05,19100,0,0,19100,0,0,0,2021-02-25,0,,,,,,,
62,Nunavut,2021-03-05,23900,0,0,23900,0,0,0,2021-02-25,0,,,,,,,
24,Quebec,2021-03-05,537819,404619,0,133200,0,0,0,2021-02-25,0,,,,,,,
60,Yukon,2021-03-05,18900,0,0,18900,0,0,0,2021-02-25,0,,,,,,,
90,Federal allocation,2021-03-05,3600,0,0,3600,0,0,0,2021-02-25,0,,,,,,,
1,Canada,2021-03-06,2437464,1806864,0,630600,0,0,0,2021-02-25,0,,,,,,,
35,Ontario,2021-03-06,903285,698685,0,204600,0,0,0,2021-02-25,0,,,,,,,
59,British Columbia,2021-03-06,323340,224140,0,79200,0,0,0,2021-02-25,0,,,,,,,
48,Alberta,2021-03-06,274965,208065,0,66900,0,0,0,2021-02-25,0,,,,,,,
47,Saskatchewan,2021-03-06,74605,58305,0,16300,0,0,0,2021-02-25,0,,,,,,,
12,Nova Scotia,2021-03-06,61980,47580,0,14400,0,0,0,2021-02-25,0,,,,,,,
46,Manitoba,2021-03-06,100660,71760,0,28900,0,0,0,2021-02-25,0,,,,,,,
13,New Brunswick,2021-03-06,46775,36075,0,10700,0,0,0,2021-02-25,0,,,,,,,
10,Newfoundland and Labrador,2021-03-06,33820,26520,0,7300,0,0,0,2021-02-25,0,,,,,,,
11,Prince Edward Island,2021-03-06,14715,11115,0,3600,0,0,0,2021-02-25,0,,,,,,,
61,Northwest Territories,2021-03-06,19100,0,0,19100,0,0,0,2021-02-25,0,,,,,,,
62,Nunavut,2021-03-06,23900,0,0,23900,0,0,0,2021-02-25,0,,,,,,,
24,Quebec,2021-03-06,537819,404619,0,133200,0,0,0,2021-02-25,0,,,,,,,
60,Yukon,2021-03-06,18900,0,0,18900,0,0,0,2021-02-25,0,,,,,,,
90,Federal allocation,2021-03-06,3600,0,0,3600,0,0,0,2021-02-25,0,,,,,,,
1,Canada,2021-03-07,2934364,2251464,0,682900,0,0,0,2021-03-03,1,496900,444600,,52300,,,
35,Ontario,2021-03-07,1086745,871845,0,214900,0,0,0,2021-03-03,1,183460,173160,,10300,,,
59,British Columbia,2021-03-07,385080,304980,0,80100,0,0,0,2021-03-03,1,61740,80840,,900,,,
48,Alberta,2021-03-07,326445,259545,0,66900,0,0,0,2021-03-03,1,51480,51480,,,,,
47,Saskatchewan,2021-03-07,93145,72345,0,20800,0,0,0,2021-03-03,1,18540,14040,,4500,,,
12,Nova Scotia,2021-03-07,73680,59280,0,14400,0,0,0,2021-03-03,1,11700,11700,,,,,
46,Manitoba,2021-03-07,117040,88140,0,28900,0,0,0,2021-03-03,1,16380,16380,,,,,
13,New Brunswick,2021-03-07,56135,45435,0,10700,0,0,0,2021-03-03,1,9360,9360,,,,,
10,Newfoundland and Labrador,2021-03-07,41470,32370,0,9100,0,0,0,2021-03-03,1,7650,5850,,1800,,,
11,Prince Edward Island,2021-03-07,15885,12285,0,3600,0,0,0,2021-03-03,1,1170,1170,,,,,
61,Northwest Territories,2021-03-07,35300,0,0,35300,0,0,0,2021-03-03,1,16200,,,16200,,,
62,Nunavut,2021-03-07,26400,0,0,26400,0,0,0,2021-03-03,1,2500,,,2500,,,
24,Quebec,2021-03-07,638439,505239,0,133200,0,0,0,2021-03-03,1,100620,100620,,,,,
60,Yukon,2021-03-07,35000,0,0,35000,0,0,0,2021-03-03,1,16100,,,16100,,,
90,Federal allocation,2021-03-07,3600,0,0,3600,0,0,0,2021-03-03,1,,,,,,,
1,Canada,2021-03-08,2934364,2251464,0,682900,0,0,0,2021-03-03,0,,,,,,,
35,Ontario,2021-03-08,1086745,871845,0,214900,0,0,0,2021-03-03,0,,,,,,,
59,British Columbia,2021-03-08,385080,304980,0,80100,0,0,0,2021-03-03,0,,,,,,,
48,Alberta,2021-03-08,326445,259545,0,66900,0,0,0,2021-03-03,0,,,,,,,
47,Saskatchewan,2021-03-08,93145,72345,0,20800,0,0,0,2021-03-03,0,,,,,,,
12,Nova Scotia,2021-03-08,73680,59280,0,14400,0,0,0,2021-03-03,0,,,,,,,
46,Manitoba,2021-03-08,117040,88140,0,28900,0,0,0,2021-03-03,0,,,,,,,
13,New Brunswick,2021-03-08,56135,45435,0,10700,0,0,0,2021-03-03,0,,,,,,,
10,Newfoundland and Labrador,2021-03-08,41470,32370,0,9100,0,0,0,2021-03-03,0,,,,,,,
11,Prince Edward Island,2021-03-08,15885,12285,0,3600,0,0,0,2021-03-03,0,,,,,,,
61,Northwest Territories,2021-03-08,35300,0,0,35300,0,0,0,2021-03-03,0,,,,,,,
62,Nunavut,2021-03-08,26400,0,0,26400,0,0,0,2021-03-03,0,,,,,,,
24,Quebec,2021-03-08,638439,505239,0,133200,0,0,0,2021-03-03,0,,,,,,,
60,Yukon,2021-03-08,35000,0,0,35000,0,0,0,2021-03-03,0,,,,,,,
90,Federal allocation,2021-03-08,3600,0,0,3600,0,0,0,2021-03-03,0,,,,,,,
1,Canada,2021-03-09,2934364,2251464,0,682900,0,0,0,2021-03-03,0,,,,,,,
35,Ontario,2021-03-09,1086745,871845,0,214900,0,0,0,2021-03-03,0,,,,,,,
59,British Columbia,2021-03-09,385080,304980,0,80100,0,0,0,2021-03-03,0,,,,,,,
48,Alberta,2021-03-09,326445,259545,0,66900,0,0,0,2021-03-03,0,,,,,,,
47,Saskatchewan,2021-03-09,93145,72345,0,20800,0,0,0,2021-03-03,0,,,,,,,
12,Nova Scotia,2021-03-09,73680,59280,0,14400,0,0,0,2021-03-03,0,,,,,,,
46,Manitoba,2021-03-09,117040,88140,0,28900,0,0,0,2021-03-03,0,,,,,,,
13,New Brunswick,2021-03-09,56135,45435,0,10700,0,0,0,2021-03-03,0,,,,,,,
10,Newfoundland and Labrador,2021-03-09,41470,32370,0,9100,0,0,0,2021-03-03,0,,,,,,,
11,Prince Edward Island,2021-03-09,15885,12285,0,3600,0,0,0,2021-03-03,0,,,,,,,
61,Northwest Territories,2021-03-09,35300,0,0,35300,0,0,0,2021-03-03,0,,,,,,,
62,Nunavut,2021-03-09,26400,0,0,26400,0,0,0,2021-03-03,0,,,,,,,
24,Quebec,2021-03-09,638439,505239,0,133200,0,0,0,2021-03-03,0,,,,,,,
60,Yukon,2021-03-09,35000,0,0,35000,0,0,0,2021-03-03,0,,,,,,,
90,Federal allocation,2021-03-09,3600,0,0,3600,0,0,0,2021-03-03,0,,,,,,,
1,Canada,2021-03-10,2934364,2251464,0,682900,0,0,0,2021-03-03,0,,,,,,,
35,Ontario,2021-03-10,1086745,871845,0,214900,0,0,0,2021-03-03,0,,,,,,,
59,British Columbia,2021-03-10,385080,304980,0,80100,0,0,0,2021-03-03,0,,,,,,,
48,Alberta,2021-03-10,326445,259545,0,66900,0,0,0,2021-03-03,0,,,,,,,
47,Saskatchewan,2021-03-10,93145,72345,0,20800,0,0,0,2021-03-03,0,,,,,,,
12,Nova Scotia,2021-03-10,73680,59280,0,14400,0,0,0,2021-03-03,0,,,,,,,
46,Manitoba,2021-03-10,117040,88140,0,28900,0,0,0,2021-03-03,0,,,,,,,
13,New Brunswick,2021-03-10,56135,45435,0,10700,0,0,0,2021-03-03,0,,,,,,,
10,Newfoundland and Labrador,2021-03-10,41470,32370,0,9100,0,0,0,2021-03-03,0,,,,,,,
11,Prince Edward Island,2021-03-10,15885,12285,0,3600,0,0,0,2021-03-03,0,,,,,,,
61,Northwest Territories,2021-03-10,35300,0,0,35300,0,0,0,2021-03-03,0,,,,,,,
62,Nunavut,2021-03-10,26400,0,0,26400,0,0,0,2021-03-03,0,,,,,,,
24,Quebec,2021-03-10,638439,505239,0,133200,0,0,0,2021-03-03,0,,,,,,,
60,Yukon,2021-03-10,35000,0,0,35000,0,0,0,2021-03-03,0,,,,,,,
90,Federal allocation,2021-03-10,3600,0,0,3600,0,0,0,2021-03-03,0,,,,,,,
1,Canada,2021-03-11,3881064,2696064,0,685500,499500,0,0,2021-03-10,1,946700,444600,,2600,499500,,
35,Ontario,2021-03-11,1457005,1045005,0,217500,194500,0,0,2021-03-10,1,370260,173160,,2600,194500,,
59,British Columbia,2021-03-11,513920,365820,0,80100,68000,0,0,2021-03-10,1,128840,60840,,,68000,,
48,Alberta,2021-03-11,436425,311025,0,66900,58500,0,0,2021-03-10,1,109980,51480,,,58500,,
47,Saskatchewan,2021-03-11,122685,86385,0,20800,15500,0,0,2021-03-10,1,29540,14040,,,15500,,
12,Nova Scotia,2021-03-11,97880,70980,0,14400,12500,0,0,2021-03-10,1,24200,11700,,,12500,,
46,Manitoba,2021-03-11,151420,104520,0,28900,18000,0,0,2021-03-10,1,34380,16380,,,18000,,
13,New Brunswick,2021-03-11,75995,54795,0,10700,10500,0,0,2021-03-10,1,19860,9360,,,10500,,
10,Newfoundland and Labrador,2021-03-11,54320,38220,0,9100,7000,0,0,2021-03-10,1,12850,5850,,,7000,,
11,Prince Edward Island,2021-03-11,19055,13455,0,3600,2000,0,0,2021-03-10,1,3170,1170,,,2000,,
61,Northwest Territories,2021-03-11,35300,0,0,35300,0,0,0,2021-03-10,1,,,,,,,
62,Nunavut,2021-03-11,26400,0,0,26400,0,0,0,2021-03-10,1,,,,,,,
24,Quebec,2021-03-11,852059,605859,0,133200,113000,0,0,2021-03-10,1,213620,100620,,,113000,,
60,Yukon,2021-03-11,35000,0,0,35000,0,0,0,2021-03-10,1,,,,,,,
90,Federal allocation,2021-03-11,3600,0,0,3600,0,0,0,2021-03-10,1,,,,,,,
1,Canada,2021-03-12,3881564,2696064,0,685500,500000,0,0,2021-03-11,1,500,,,,500,,
35,Ontario,2021-03-12,1457005,1045005,0,217500,194500,0,0,2021-03-11,1,,,,,,,
59,British Columbia,2021-03-12,513920,365820,0,80100,68000,0,0,2021-03-11,1,,,,,,,
48,Alberta,2021-03-12,436425,311025,0,66900,58500,0,0,2021-03-11,1,,,,,,,
47,Saskatchewan,2021-03-12,122685,86385,0,20800,15500,0,0,2021-03-11,1,,,,,,,
12,Nova Scotia,2021-03-12,98330,70980,0,14400,13000,0,0,2021-03-11,1,450,,,,500,,
46,Manitoba,2021-03-12,151420,104520,0,28900,18000,0,0,2021-03-11,1,,,,,,,
13,New Brunswick,2021-03-12,75995,54795,0,10700,10500,0,0,2021-03-11,1,,,,,,,
10,Newfoundland and Labrador,2021-03-12,54320,38220,0,9100,7000,0,0,2021-03-11,1,,,,,,,
11,Prince Edward Island,2021-03-12,19055,13455,0,3600,2000,0,0,2021-03-11,1,,,,,,,
61,Northwest Territories,2021-03-12,35300,0,0,35300,0,0,0,2021-03-11,1,,,,,,,
62,Nunavut,2021-03-12,26400,0,0,26400,0,0,0,2021-03-11,1,,,,,,,
24,Quebec,2021-03-12,852059,605859,0,133200,113000,0,0,2021-03-11,1,,,,,,,
60,Yukon,2021-03-12,35000,0,0,35000,0,0,0,2021-03-11,1,,,,,,,
90,Federal allocation,2021-03-12,3600,0,0,3600,0,0,0,2021-03-11,1,,,,,,,
1,Canada,2021-03-13,3881564,2696064,0,685500,500000,0,0,2021-03-11,0,,,,,,,
35,Ontario,2021-03-13,1457005,1045005,0,217500,194500,0,0,2021-03-11,0,,,,,,,
59,British Columbia,2021-03-13,513920,365820,0,80100,68000,0,0,2021-03-11,0,,,,,,,
48,Alberta,2021-03-13,436425,311025,0,66900,58500,0,0,2021-03-11,0,,,,,,,
47,Saskatchewan,2021-03-13,122685,86385,0,20800,15500,0,0,2021-03-11,0,,,,,,,
12,Nova Scotia,2021-03-13,98330,70980,0,14400,13000,0,0,2021-03-11,0,,,,,,,
46,Manitoba,2021-03-13,151420,104520,0,28900,18000,0,0,2021-03-11,0,,,,,,,
13,New Brunswick,2021-03-13,75995,54795,0,10700,10500,0,0,2021-03-11,0,,,,,,,
10,Newfoundland and Labrador,2021-03-13,54320,38220,0,9100,7000,0,0,2021-03-11,0,,,,,,,
11,Prince Edward Island,2021-03-13,19055,13455,0,3600,2000,0,0,2021-03-11,0,,,,,,,
61,Northwest Territories,2021-03-13,35300,0,0,35300,0,0,0,2021-03-11,0,,,,,,,
62,Nunavut,2021-03-13,26400,0,0,26400,0,0,0,2021-03-11,0,,,,,,,
24,Quebec,2021-03-13,852059,605859,0,133200,113000,0,0,2021-03-11,0,,,,,,,
60,Yukon,2021-03-13,35000,0,0,35000,0,0,0,2021-03-11,0,,,,,,,
90,Federal allocation,2021-03-13,3600,0,0,3600,0,0,0,2021-03-11,0,,,,,,,
1,Canada,2021-03-14,3881564,2696064,0,685500,500000,0,0,2021-03-11,0,,,,,,,
35,Ontario,2021-03-14,1457005,1045005,0,217500,194500,0,0,2021-03-11,0,,,,,,,
59,British Columbia,2021-03-14,513920,365820,0,80100,68000,0,0,2021-03-11,0,,,,,,,
48,Alberta,2021-03-14,436425,311025,0,66900,58500,0,0,2021-03-11,0,,,,,,,
47,Saskatchewan,2021-03-14,122685,86385,0,20800,15500,0,0,2021-03-11,0,,,,,,,
12,Nova Scotia,2021-03-14,98330,70980,0,14400,13000,0,0,2021-03-11,0,,,,,,,
46,Manitoba,2021-03-14,151420,104520,0,28900,18000,0,0,2021-03-11,0,,,,,,,
13,New Brunswick,2021-03-14,75995,54795,0,10700,10500,0,0,2021-03-11,0,,,,,,,
10,Newfoundland and Labrador,2021-03-14,54320,38220,0,9100,7000,0,0,2021-03-11,0,,,,,,,
11,Prince Edward Island,2021-03-14,19055,13455,0,3600,2000,0,0,2021-03-11,0,,,,,,,
61,Northwest Territories,2021-03-14,35300,0,0,35300,0,0,0,2021-03-11,0,,,,,,,
62,Nunavut,2021-03-14,26400,0,0,26400,0,0,0,2021-03-11,0,,,,,,,
24,Quebec,2021-03-14,852059,605859,0,133200,113000,0,0,2021-03-11,0,,,,,,,
60,Yukon,2021-03-14,35000,0,0,35000,0,0,0,2021-03-11,0,,,,,,,
90,Federal allocation,2021-03-14,3600,0,0,3600,0,0,0,2021-03-11,0,,,,,,,
1,Canada,2021-03-15,3881564,2696064,0,685500,500000,0,0,2021-03-11,0,,,,,,,
35,Ontario,2021-03-15,1457005,1045005,0,217500,194500,0,0,2021-03-11,0,,,,,,,
59,British Columbia,2021-03-15,513920,365820,0,80100,68000,0,0,2021-03-11,0,,,,,,,
48,Alberta,2021-03-15,436425,311025,0,66900,58500,0,0,2021-03-11,0,,,,,,,
47,Saskatchewan,2021-03-15,122685,86385,0,20800,15500,0,0,2021-03-11,0,,,,,,,
12,Nova Scotia,2021-03-15,98330,70980,0,14400,13000,0,0,2021-03-11,0,,,,,,,
46,Manitoba,2021-03-15,151420,104520,0,28900,18000,0,0,2021-03-11,0,,,,,,,
13,New Brunswick,2021-03-15,75995,54795,0,10700,10500,0,0,2021-03-11,0,,,,,,,
10,Newfoundland and Labrador,2021-03-15,54320,38220,0,9100,7000,0,0,2021-03-11,0,,,,,,,
11,Prince Edward Island,2021-03-15,19055,13455,0,3600,2000,0,0,2021-03-11,0,,,,,,,
61,Northwest Territories,2021-03-15,35300,0,0,35300,0,0,0,2021-03-11,0,,,,,,,
62,Nunavut,2021-03-15,26400,0,0,26400,0,0,0,2021-03-11,0,,,,,,,
24,Quebec,2021-03-15,852059,605859,0,133200,113000,0,0,2021-03-11,0,,,,,,,
60,Yukon,2021-03-15,35000,0,0,35000,0,0,0,2021-03-11,0,,,,,,,
90,Federal allocation,2021-03-15,3600,0,0,3600,0,0,0,2021-03-11,0,,,,,,,
1,Canada,2021-03-16,3881564,2696064,0,685500,500000,0,0,2021-03-11,0,,,,,,,
35,Ontario,2021-03-16,1457005,1045005,0,217500,194500,0,0,2021-03-11,0,,,,,,,
59,British Columbia,2021-03-16,513920,365820,0,80100,68000,0,0,2021-03-11,0,,,,,,,
48,Alberta,2021-03-16,436425,311025,0,66900,58500,0,0,2021-03-11,0,,,,,,,
47,Saskatchewan,2021-03-16,122685,86385,0,20800,15500,0,0,2021-03-11,0,,,,,,,
12,Nova Scotia,2021-03-16,98330,70980,0,14400,13000,0,0,2021-03-11,0,,,,,,,
46,Manitoba,2021-03-16,151420,104520,0,28900,18000,0,0,2021-03-11,0,,,,,,,
13,New Brunswick,2021-03-16,75995,54795,0,10700,10500,0,0,2021-03-11,0,,,,,,,
10,Newfoundland and Labrador,2021-03-16,54320,38220,0,9100,7000,0,0,2021-03-11,0,,,,,,,
11,Prince Edward Island,2021-03-16,19055,13455,0,3600,2000,0,0,2021-03-11,0,,,,,,,
61,Northwest Territories,2021-03-16,35300,0,0,35300,0,0,0,2021-03-11,0,,,,,,,
62,Nunavut,2021-03-16,26400,0,0,26400,0,0,0,2021-03-11,0,,,,,,,
24,Quebec,2021-03-16,852059,605859,0,133200,113000,0,0,2021-03-11,0,,,,,,,
60,Yukon,2021-03-16,35000,0,0,35000,0,0,0,2021-03-11,0,,,,,,,
90,Federal allocation,2021-03-16,3600,0,0,3600,0,0,0,2021-03-11,0,,,,,,,
1,Canada,2021-03-17,3881564,2696064,0,685500,500000,0,0,2021-03-11,0,,,,,,,
35,Ontario,2021-03-17,1457005,1045005,0,217500,194500,0,0,2021-03-11,0,,,,,,,
59,British Columbia,2021-03-17,513920,365820,0,80100,68000,0,0,2021-03-11,0,,,,,,,
48,Alberta,2021-03-17,436425,311025,0,66900,58500,0,0,2021-03-11,0,,,,,,,
47,Saskatchewan,2021-03-17,122685,86385,0,20800,15500,0,0,2021-03-11,0,,,,,,,
12,Nova Scotia,2021-03-17,98330,70980,0,14400,13000,0,0,2021-03-11,0,,,,,,,
46,Manitoba,2021-03-17,151420,104520,0,28900,18000,0,0,2021-03-11,0,,,,,,,
13,New Brunswick,2021-03-17,75995,54795,0,10700,10500,0,0,2021-03-11,0,,,,,,,
10,Newfoundland and Labrador,2021-03-17,54320,38220,0,9100,7000,0,0,2021-03-11,0,,,,,,,
11,Prince Edward Island,2021-03-17,19055,13455,0,3600,2000,0,0,2021-03-11,0,,,,,,,
61,Northwest Territories,2021-03-17,35300,0,0,35300,0,0,0,2021-03-11,0,,,,,,,
62,Nunavut,2021-03-17,26400,0,0,26400,0,0,0,2021-03-11,0,,,,,,,
24,Quebec,2021-03-17,852059,605859,0,133200,113000,0,0,2021-03-11,0,,,,,,,
60,Yukon,2021-03-17,35000,0,0,35000,0,0,0,2021-03-11,0,,,,,,,
90,Federal allocation,2021-03-17,3600,0,0,3600,0,0,0,2021-03-11,0,,,,,,,
1,Canada,2021-03-18,4768964,3140664,0,1128300,500000,0,0,2021-03-17,1,887400,444600,,442800,,,
35,Ontario,2021-03-18,1780135,1219335,0,366300,194500,0,0,2021-03-17,1,323130,174330,,148800,,,
59,British Columbia,2021-03-18,630860,426660,0,136200,68000,0,0,2021-03-17,1,116940,60840,,56100,,,
48,Alberta,2021-03-18,528845,364845,0,105500,58500,0,0,2021-03-17,1,92420,53820,,38600,,,
47,Saskatchewan,2021-03-18,150755,99255,0,36000,15500,0,0,2021-03-17,1,28070,12870,,15200,,,
12,Nova Scotia,2021-03-18,119110,81510,0,24600,13000,0,0,2021-03-17,1,20780,10530,,10200,,,
46,Manitoba,2021-03-18,185960,118560,0,49400,18000,0,0,2021-03-17,1,34540,14040,,20500,,,
13,New Brunswick,2021-03-18,93455,64155,0,18800,10500,0,0,2021-03-17,1,17460,9360,,8100,,,
10,Newfoundland and Labrador,2021-03-18,66470,44070,0,15400,7000,0,0,2021-03-17,1,12150,5850,,6300,,,
11,Prince Edward Island,2021-03-18,21925,14625,0,5300,2000,0,0,2021-03-17,1,2870,1170,,1700,,,
61,Northwest Territories,2021-03-18,48600,0,0,48600,0,0,0,2021-03-17,1,13300,,,13300,,,
62,Nunavut,2021-03-18,37500,0,0,37500,0,0,0,2021-03-17,1,11100,,,11100,,,
24,Quebec,2021-03-18,1050349,707649,0,229700,113000,0,0,2021-03-17,1,198290,101790,,96500,,,
60,Yukon,2021-03-18,51400,0,0,51400,0,0,0,2021-03-17,1,16400,,,16400,,,
90,Federal allocation,2021-03-18,3600,0,0,3600,0,0,0,2021-03-17,1,,,,,,,
1,Canada,2021-03-19,4768964,3140664,0,1128300,500000,0,0,2021-03-17,0,,,,,,,
35,Ontario,2021-03-19,1780135,1219335,0,366300,194500,0,0,2021-03-17,0,,,,,,,
59,British Columbia,2021-03-19,630860,426660,0,136200,68000,0,0,2021-03-17,0,,,,,,,
48,Alberta,2021-03-19,528845,364845,0,105500,58500,0,0,2021-03-17,0,,,,,,,
47,Saskatchewan,2021-03-19,150755,99255,0,36000,15500,0,0,2021-03-17,0,,,,,,,
12,Nova Scotia,2021-03-19,119110,81510,0,24600,13000,0,0,2021-03-17,0,,,,,,,
46,Manitoba,2021-03-19,185960,118560,0,49400,18000,0,0,2021-03-17,0,,,,,,,
13,New Brunswick,2021-03-19,93455,64155,0,18800,10500,0,0,2021-03-17,0,,,,,,,
10,Newfoundland and Labrador,2021-03-19,66470,44070,0,15400,7000,0,0,2021-03-17,0,,,,,,,
11,Prince Edward Island,2021-03-19,21925,14625,0,5300,2000,0,0,2021-03-17,0,,,,,,,
61,Northwest Territories,2021-03-19,48600,0,0,48600,0,0,0,2021-03-17,0,,,,,,,
62,Nunavut,2021-03-19,37500,0,0,37500,0,0,0,2021-03-17,0,,,,,,,
24,Quebec,2021-03-19,1050349,707649,0,229700,113000,0,0,2021-03-17,0,,,,,,,
60,Yukon,2021-03-19,51400,0,0,51400,0,0,0,2021-03-17,0,,,,,,,
90,Federal allocation,2021-03-19,3600,0,0,3600,0,0,0,2021-03-17,0,,,,,,,
1,Canada,2021-03-20,4768964,3140664,0,1128300,500000,0,0,2021-03-17,0,,,,,,,
35,Ontario,2021-03-20,1780135,1219335,0,366300,194500,0,0,2021-03-17,0,,,,,,,
59,British Columbia,2021-03-20,630860,426660,0,136200,68000,0,0,2021-03-17,0,,,,,,,
48,Alberta,2021-03-20,528845,364845,0,105500,58500,0,0,2021-03-17,0,,,,,,,
47,Saskatchewan,2021-03-20,150755,99255,0,36000,15500,0,0,2021-03-17,0,,,,,,,
12,Nova Scotia,2021-03-20,119110,81510,0,24600,13000,0,0,2021-03-17,0,,,,,,,
46,Manitoba,2021-03-20,185960,118560,0,49400,18000,0,0,2021-03-17,0,,,,,,,
13,New Brunswick,2021-03-20,93455,64155,0,18800,10500,0,0,2021-03-17,0,,,,,,,
10,Newfoundland and Labrador,2021-03-20,66470,44070,0,15400,7000,0,0,2021-03-17,0,,,,,,,
11,Prince Edward Island,2021-03-20,21925,14625,0,5300,2000,0,0,2021-03-17,0,,,,,,,
61,Northwest Territories,2021-03-20,48600,0,0,48600,0,0,0,2021-03-17,0,,,,,,,
62,Nunavut,2021-03-20,37500,0,0,37500,0,0,0,2021-03-17,0,,,,,,,
24,Quebec,2021-03-20,1050349,707649,0,229700,113000,0,0,2021-03-17,0,,,,,,,
60,Yukon,2021-03-20,51400,0,0,51400,0,0,0,2021-03-17,0,,,,,,,
90,Federal allocation,2021-03-20,3600,0,0,3600,0,0,0,2021-03-17,0,,,,,,,
1,Canada,2021-03-21,4768964,3140664,0,1128300,500000,0,0,2021-03-17,0,,,,,,,
35,Ontario,2021-03-21,1780135,1219335,0,366300,194500,0,0,2021-03-17,0,,,,,,,
59,British Columbia,2021-03-21,630860,426660,0,136200,68000,0,0,2021-03-17,0,,,,,,,
48,Alberta,2021-03-21,528845,364845,0,105500,58500,0,0,2021-03-17,0,,,,,,,
47,Saskatchewan,2021-03-21,150755,99255,0,36000,15500,0,0,2021-03-17,0,,,,,,,
12,Nova Scotia,2021-03-21,119110,81510,0,24600,13000,0,0,2021-03-17,0,,,,,,,
46,Manitoba,2021-03-21,185960,118560,0,49400,18000,0,0,2021-03-17,0,,,,,,,
13,New Brunswick,2021-03-21,93455,64155,0,18800,10500,0,0,2021-03-17,0,,,,,,,
10,Newfoundland and Labrador,2021-03-21,66470,44070,0,15400,7000,0,0,2021-03-17,0,,,,,,,
11,Prince Edward Island,2021-03-21,21925,14625,0,5300,2000,0,0,2021-03-17,0,,,,,,,
61,Northwest Territories,2021-03-21,48600,0,0,48600,0,0,0,2021-03-17,0,,,,,,,
62,Nunavut,2021-03-21,37500,0,0,37500,0,0,0,2021-03-17,0,,,,,,,
24,Quebec,2021-03-21,1050349,707649,0,229700,113000,0,0,2021-03-17,0,,,,,,,
60,Yukon,2021-03-21,51400,0,0,51400,0,0,0,2021-03-17,0,,,,,,,
90,Federal allocation,2021-03-21,3600,0,0,3600,0,0,0,2021-03-17,0,,,,,,,
1,Canada,2021-03-22,4768964,3140664,0,1128300,500000,0,0,2021-03-17,0,,,,,,,
35,Ontario,2021-03-22,1780135,1219335,0,366300,194500,0,0,2021-03-17,0,,,,,,,
59,British Columbia,2021-03-22,630860,426660,0,136200,68000,0,0,2021-03-17,0,,,,,,,
48,Alberta,2021-03-22,528845,364845,0,105500,58500,0,0,2021-03-17,0,,,,,,,
47,Saskatchewan,2021-03-22,150755,99255,0,36000,15500,0,0,2021-03-17,0,,,,,,,
12,Nova Scotia,2021-03-22,119110,81510,0,24600,13000,0,0,2021-03-17,0,,,,,,,
46,Manitoba,2021-03-22,185960,118560,0,49400,18000,0,0,2021-03-17,0,,,,,,,
13,New Brunswick,2021-03-22,93455,64155,0,18800,10500,0,0,2021-03-17,0,,,,,,,
10,Newfoundland and Labrador,2021-03-22,66470,44070,0,15400,7000,0,0,2021-03-17,0,,,,,,,
11,Prince Edward Island,2021-03-22,21925,14625,0,5300,2000,0,0,2021-03-17,0,,,,,,,
61,Northwest Territories,2021-03-22,48600,0,0,48600,0,0,0,2021-03-17,0,,,,,,,
62,Nunavut,2021-03-22,37500,0,0,37500,0,0,0,2021-03-17,0,,,,,,,
24,Quebec,2021-03-22,1050349,707649,0,229700,113000,0,0,2021-03-17,0,,,,,,,
60,Yukon,2021-03-22,51400,0,0,51400,0,0,0,2021-03-17,0,,,,,,,
90,Federal allocation,2021-03-22,3600,0,0,3600,0,0,0,2021-03-17,0,,,,,,,
1,Canada,2021-03-23,4768964,3140664,0,1128300,500000,0,0,2021-03-17,0,,,,,,,
35,Ontario,2021-03-23,1780135,1219335,0,366300,194500,0,0,2021-03-17,0,,,,,,,
59,British Columbia,2021-03-23,630860,426660,0,136200,68000,0,0,2021-03-17,0,,,,,,,
