pruid,prname,date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_moderna_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,as_of_date,updated,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_moderna_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed
62,Nunavut,2021-01-20,6000,0,0,6000,0,0,0,2021-01-14,0,,,,,,,
24,Quebec,2021-01-20,162175,129675,0,32500,0,0,0,2021-01-14,0,,,,,,,
60,Yukon,2021-01-20,7200,0,0,7200,0,0,0,2021-01-14,0,,,,,,,
90,Federal allocation,2021-01-20,3600,0,0,3600,0,0,0,2021-01-14,0,,,,,,,
1,Canada,2021-01-21,765100,588900,0,176200,0,0,0,2021-01-14,0,,,,,,,
35,Ontario,2021-01-21,277050,224250,0,52800,0,0,0,2021-01-14,0,,,,,,,
59,British Columbia,2021-01-21,99475,78975,0,20500,0,0,0,2021-01-14,0,,,,,,,
48,Alberta,2021-01-21,84175,67275,0,16900,0,0,0,2021-01-14,0,,,,,,,
47,Saskatchewan,2021-01-21,24400,19500,0,4900,0,0,0,2021-01-14,0,,,,,,,
12,Nova Scotia,2021-01-21,23000,15600,0,7400,0,0,0,2021-01-14,0,,,,,,,
46,Manitoba,2021-01-21,33625,26325,0,7300,0,0,0,2021-01-14,0,,,,,,,
13,New Brunswick,2021-01-21,17775,12675,0,5100,0,0,0,2021-01-14,0,,,,,,,
10,Newfoundland and Labrador,2021-01-21,11175,8775,0,2400,0,0,0,2021-01-14,0,,,,,,,
11,Prince Edward Island,2021-01-21,8250,5850,0,2400,0,0,0,2021-01-14,0,,,,,,,
61,Northwest Territories,2021-01-21,7200,0,0,7200,0,0,0,2021-01-14,0,,,,,,,
62,Nunavut,2021-01-21,6000,0,0,6000,0,0,0,2021-01-14,0,,,,,,,
24,Quebec,2021-01-21,162175,129675,0,32500,0,0,0,2021-01-14,0,,,,,,,
60,Yukon,2021-01-21,7200,0,0,7200,0,0,0,2021-01-14,0,,,,,,,
90,Federal allocation,2021-01-21,3600,0,0,3600,0,0,0,2021-01-14,0,,,,,,,
1,Canada,2021-01-22,1119225,779025,0,340200,0,0,0,2021-01-21,1,354125,190125,,164000,,,
35,Ontario,2021-01-22,411650,302250,0,109400,0,0,0,2021-01-21,1,134600,78000,,56600,,,
59,British Columbia,2021-01-22,144550,103350,0,41200,0,0,0,2021-01-21,1,45075,24375,,20700,,,
48,Alberta,2021-01-22,122725,88725,0,34000,0,0,0,2021-01-21,1,38550,21450,,17100,,,
47,Saskatchewan,2021-01-22,32725,22425,0,10300,0,0,0,2021-01-21,1,8325,2925,,5400,,,
12,Nova Scotia,2021-01-22,28850,21450,0,7400,0,0,0,2021-01-21,1,5850,5850,,,,,
46,Manitoba,2021-01-22,48825,34125,0,14700,0,0,0,2021-01-21,1,15200,7800,,7400,,,
13,New Brunswick,2021-01-22,21675,16575,0,5100,0,0,0,2021-01-21,1,3900,3900,,,,,
10,Newfoundland and Labrador,2021-01-22,16500,11,0,4800,0,0,0,2021-01-21,1,5325,-8764,,2400,,,
11,Prince Edward Island,2021-01-22,9225,6825,0,2400,0,0,0,2021-01-21,1,975,975,,,,,
61,Northwest Territories,2021-01-22,14400,0,0,14400,0,0,0,2021-01-21,1,7200,,,7200,,,
62,Nunavut,2021-01-22,12000,0,0,12000,0,0,0,2021-01-21,1,6000,,,6000,,,
24,Quebec,2021-01-22,238100,171600,0,66500,0,0,0,2021-01-21,1,75925,41925,,34000,,,
60,Yukon,2021-01-22,14400,0,0,14400,0,0,0,2021-01-21,1,7200,,,7200,,,
90,Federal allocation,2021-01-22,3600,0,0,3600,0,0,0,2021-01-21,1,,,,,,,
1,Canada,2021-01-23,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-23,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-23,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-23,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-23,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-23,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-23,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-23,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-23,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-23,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-23,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-23,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-23,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-23,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-23,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-24,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-24,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-24,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-24,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-24,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-24,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-24,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-24,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-24,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-24,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-24,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-24,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-24,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-24,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-24,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-25,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-25,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-25,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-25,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-25,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-25,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-25,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-25,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-25,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-25,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-25,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-25,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-25,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-25,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-25,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-26,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-26,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-26,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-26,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-26,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-26,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-26,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-26,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-26,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-26,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-26,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-26,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-26,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-26,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-26,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-27,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-27,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-27,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-27,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-27,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-27,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-27,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-27,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-27,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-27,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-27,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-27,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-27,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-27,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-27,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-28,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-28,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-28,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-28,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-28,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-28,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-28,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-28,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-28,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-28,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-28,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-28,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-28,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-28,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-28,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-29,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-29,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-29,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-29,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-29,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-29,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-29,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-29,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-29,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-29,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-29,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-29,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-29,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-29,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-29,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-30,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-30,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-30,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-30,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-30,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-30,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-30,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-30,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-30,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-30,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-30,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-30,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-30,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-30,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-30,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-01-31,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-01-31,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-01-31,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-01-31,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-01-31,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-01-31,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-01-31,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-01-31,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-01-31,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-01-31,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-01-31,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-01-31,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-01-31,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-01-31,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-01-31,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-02-01,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-02-01,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-02-01,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-02-01,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-02-01,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-02-01,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-02-01,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-02-01,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-02-01,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-02-01,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-02-01,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-02-01,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-02-01,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-02-01,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-02-01,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-02-02,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-02-02,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-02-02,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-02-02,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-02-02,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-02-02,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-02-02,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-02-02,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-02-02,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-02-02,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-02-02,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-02-02,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-02-02,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-02-02,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-02-02,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-02-03,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-02-03,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-02-03,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-02-03,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-02-03,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-02-03,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-02-03,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-02-03,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-02-03,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-02-03,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-02-03,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-02-03,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-02-03,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-02-03,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-02-03,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-02-04,1119225,779025,0,340200,0,0,0,2021-01-21,0,,,,,,,
35,Ontario,2021-02-04,411650,302250,0,109400,0,0,0,2021-01-21,0,,,,,,,
59,British Columbia,2021-02-04,144550,103350,0,41200,0,0,0,2021-01-21,0,,,,,,,
48,Alberta,2021-02-04,122725,88725,0,34000,0,0,0,2021-01-21,0,,,,,,,
47,Saskatchewan,2021-02-04,32725,22425,0,10300,0,0,0,2021-01-21,0,,,,,,,
12,Nova Scotia,2021-02-04,28850,21450,0,7400,0,0,0,2021-01-21,0,,,,,,,
46,Manitoba,2021-02-04,48825,34125,0,14700,0,0,0,2021-01-21,0,,,,,,,
13,New Brunswick,2021-02-04,21675,16575,0,5100,0,0,0,2021-01-21,0,,,,,,,
10,Newfoundland and Labrador,2021-02-04,16500,11,0,4800,0,0,0,2021-01-21,0,,,,,,,
11,Prince Edward Island,2021-02-04,9225,6825,0,2400,0,0,0,2021-01-21,0,,,,,,,
61,Northwest Territories,2021-02-04,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
62,Nunavut,2021-02-04,12000,0,0,12000,0,0,0,2021-01-21,0,,,,,,,
24,Quebec,2021-02-04,238100,171600,0,66500,0,0,0,2021-01-21,0,,,,,,,
60,Yukon,2021-02-04,14400,0,0,14400,0,0,0,2021-01-21,0,,,,,,,
90,Federal allocation,2021-02-04,3600,0,0,3600,0,0,0,2021-01-21,0,,,,,,,
1,Canada,2021-02-05,1198200,858000,0,340200,0,0,0,2021-02-04,1,78975,78975,,,,,
35,Ontario,2021-02-05,437975,328575,0,109400,0,0,0,2021-02-04,1,26325,26325,,,,,
59,British Columbia,2021-02-05,156250,115050,0,41200,0,0,0,2021-02-04,1,11700,11700,,,,,
48,Alberta,2021-02-05,132475,98475,0,34000,0,0,0,2021-02-04,1,9750,9750,,,,,
47,Saskatchewan,2021-02-05,38575,28275,0,10300,0,0,0,2021-02-04,1,5850,5850,,,,,
12,Nova Scotia,2021-02-05,30800,23400,0,7400,0,0,0,2021-02-04,1,1950,1950,,,,,
46,Manitoba,2021-02-05,50775,36075,0,14700,0,0,0,2021-02-04,1,1950,1950,,,,,
13,New Brunswick,2021-02-05,22650,17550,0,5100,0,0,0,2021-02-04,1,975,975,,,,,
10,Newfoundland and Labrador,2021-02-05,17475,12675,0,4800,0,0,0,2021-02-04,1,975,12664,,,,,
11,Prince Edward Island,2021-02-05,10200,7800,0,2400,0,0,0,2021-02-04,1,975,975,,,,,
61,Northwest Territories,2021-02-05,14400,0,0,14400,0,0,0,2021-02-04,1,,,,,,,
62,Nunavut,2021-02-05,12000,0,0,12000,0,0,0,2021-02-04,1,,,,,,,
24,Quebec,2021-02-05,256625,190125,0,66500,0,0,0,2021-02-04,1,18525,18525,,,,,
60,Yukon,2021-02-05,14400,0,0,14400,0,0,0,2021-02-04,1,,,,,,,
90,Federal allocation,2021-02-05,3600,0,0,3600,0,0,0,2021-02-04,1,,,,,,,
1,Canada,2021-02-06,1198200,858000,0,340200,0,0,0,2021-02-04,0,,,,,,,
35,Ontario,2021-02-06,437975,328575,0,109400,0,0,0,2021-02-04,0,,,,,,,
59,British Columbia,2021-02-06,156250,115050,0,41200,0,0,0,2021-02-04,0,,,,,,,
48,Alberta,2021-02-06,132475,98475,0,34000,0,0,0,2021-02-04,0,,,,,,,
47,Saskatchewan,2021-02-06,38575,28275,0,10300,0,0,0,2021-02-04,0,,,,,,,
12,Nova Scotia,2021-02-06,30800,23400,0,7400,0,0,0,2021-02-04,0,,,,,,,
46,Manitoba,2021-02-06,50775,36075,0,14700,0,0,0,2021-02-04,0,,,,,,,
13,New Brunswick,2021-02-06,22650,17550,0,5100,0,0,0,2021-02-04,0,,,,,,,
10,Newfoundland and Labrador,2021-02-06,17475,12675,0,4800,0,0,0,2021-02-04,0,,,,,,,
11,Prince Edward Island,2021-02-06,10200,7800,0,2400,0,0,0,2021-02-04,0,,,,,,,
61,Northwest Territories,2021-02-06,14400,0,0,14400,0,0,0,2021-02-04,0,,,,,,,
62,Nunavut,2021-02-06,12000,0,0,12000,0,0,0,2021-02-04,0,,,,,,,
24,Quebec,2021-02-06,256625,190125,0,66500,0,0,0,2021-02-04,0,,,,,,,
60,Yukon,2021-02-06,14400,0,0,14400,0,0,0,2021-02-04,0,,,,,,,
90,Federal allocation,2021-02-06,3600,0,0,3600,0,0,0,2021-02-04,0,,,,,,,
1,Canada,2021-02-07,1198200,858000,0,340200,0,0,0,2021-02-04,0,,,,,,,
35,Ontario,2021-02-07,437975,328575,0,109400,0,0,0,2021-02-04,0,,,,,,,
59,British Columbia,2021-02-07,156250,115050,0,41200,0,0,0,2021-02-04,0,,,,,,,
48,Alberta,2021-02-07,132475,98475,0,34000,0,0,0,2021-02-04,0,,,,,,,
47,Saskatchewan,2021-02-07,38575,28275,0,10300,0,0,0,2021-02-04,0,,,,,,,
12,Nova Scotia,2021-02-07,30800,23400,0,7400,0,0,0,2021-02-04,0,,,,,,,
46,Manitoba,2021-02-07,50775,36075,0,14700,0,0,0,2021-02-04,0,,,,,,,
13,New Brunswick,2021-02-07,22650,17550,0,5100,0,0,0,2021-02-04,0,,,,,,,
10,Newfoundland and Labrador,2021-02-07,17475,12675,0,4800,0,0,0,2021-02-04,0,,,,,,,
11,Prince Edward Island,2021-02-07,10200,7800,0,2400,0,0,0,2021-02-04,0,,,,,,,
61,Northwest Territories,2021-02-07,14400,0,0,14400,0,0,0,2021-02-04,0,,,,,,,
62,Nunavut,2021-02-07,12000,0,0,12000,0,0,0,2021-02-04,0,,,,,,,
24,Quebec,2021-02-07,256625,190125,0,66500,0,0,0,2021-02-04,0,,,,,,,
60,Yukon,2021-02-07,14400,0,0,14400,0,0,0,2021-02-04,0,,,,,,,
90,Federal allocation,2021-02-07,3600,0,0,3600,0,0,0,2021-02-04,0,,,,,,,
1,Canada,2021-02-08,1198200,858000,0,340200,0,0,0,2021-02-04,0,,,,,,,
35,Ontario,2021-02-08,437975,328575,0,109400,0,0,0,2021-02-04,0,,,,,,,
59,British Columbia,2021-02-08,156250,115050,0,41200,0,0,0,2021-02-04,0,,,,,,,
48,Alberta,2021-02-08,132475,98475,0,34000,0,0,0,2021-02-04,0,,,,,,,
47,Saskatchewan,2021-02-08,38575,28275,0,10300,0,0,0,2021-02-04,0,,,,,,,
12,Nova Scotia,2021-02-08,30800,23400,0,7400,0,0,0,2021-02-04,0,,,,,,,
46,Manitoba,2021-02-08,50775,36075,0,14700,0,0,0,2021-02-04,0,,,,,,,
